# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 380         5.762       50.906      114.30      Maastricht  
# FG        : Etmaalgemiddelde windsnelheid (in 0.1 m/s) / Daily mean windspeed (in 0.1 m/s)
# TG        : Etmaalgemiddelde temperatuur (in 0.1 graden Celsius) / Daily mean temperature in (0.1 degrees Celsius)
# TN        : Minimum temperatuur (in 0.1 graden Celsius) / Minimum temperature (in 0.1 degrees Celsius)
# TX        : Maximum temperatuur (in 0.1 graden Celsius) / Maximum temperature (in 0.1 degrees Celsius)
# Q         : Globale straling (in J/cm2) / Global radiation (in J/cm2)
# RH        : Etmaalsom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm) / Daily precipitation amount (in 0.1 mm) (-1 for <0.05 mm)
# UG        : Etmaalgemiddelde relatieve vochtigheid (in procenten) / Daily mean relative atmospheric humidity (in percents)
# EV24      : Referentiegewasverdamping (Makkink) (in 0.1 mm) / Potential evapotranspiration (Makkink) (in 0.1 mm)
# STN,YYYYMMDD,   FG,   TG,   TN,   TX,    Q,   RH,   UG, EV24
  380,20180101,   65,   60,   44,   79,  225,   41,   85,    3
  380,20180102,   60,   62,   47,   86,  169,   28,   87,    2
  380,20180103,   88,   85,   69,  112,   87,  114,   75,    1
  380,20180104,   63,   83,   63,  120,   72,   40,   84,    1
  380,20180105,   57,   76,   46,   95,  212,   16,   84,    3
  380,20180106,   33,   50,   31,   73,  146,   -1,   91,    2
  380,20180107,   81,   29,   16,   48,  169,    2,   86,    2
  380,20180108,   60,   36,   18,   54,  119,    0,   84,    1
  380,20180109,   25,   45,   -1,   75,  166,    0,   89,    2
  380,20180110,   35,   72,   49,   95,  254,   24,   85,    3
  380,20180111,   18,   58,   37,   81,  209,    0,   93,    3
  380,20180112,   14,   45,   10,   60,   82,    0,   97,    1
  380,20180113,   25,   32,   -4,   72,  326,    0,   87,    4
  380,20180114,   30,   30,    0,   64,  458,    0,   82,    5
  380,20180115,   79,   54,   31,   78,  131,   36,   85,    2
  380,20180116,   59,   54,   27,   76,  316,   19,   80,    4
  380,20180117,   60,   30,    4,   44,  246,   50,   83,    3
  380,20180118,   78,   55,   10,  106,  288,   75,   80,    4
  380,20180119,   46,   31,   17,   59,  378,   20,   86,    4
  380,20180120,   36,   21,   13,   34,   96,   65,   94,    1
  380,20180121,   31,   23,   -7,   46,  348,   19,   91,    4
  380,20180122,   35,   69,   28,   89,  208,   13,   91,    3
  380,20180123,   59,   81,   46,  101,  352,    1,   84,    5
  380,20180124,   86,  116,   96,  133,  267,    2,   81,    4
  380,20180125,   35,   72,   57,   96,  147,   62,   92,    2
  380,20180126,   23,   60,   43,   76,  288,    0,   91,    4
  380,20180127,   45,   56,   42,   78,  534,    4,   85,    7
  380,20180128,   67,   81,   42,  104,  187,    8,   93,    3
  380,20180129,   65,   88,   49,   98,   83,   21,   87,    1
  380,20180130,   30,   48,   10,   77,  554,   -1,   90,    7
  380,20180131,   66,   70,   26,   94,   75,   75,   90,    1
  380,20180201,   53,   26,   10,   48,  296,    3,   85,    3
  380,20180202,   38,   28,   19,   42,  136,   42,   95,    2
  380,20180203,   26,   23,   12,   39,  223,    2,   95,    3
  380,20180204,   50,   -4,  -25,   22,  275,    9,   84,    3
  380,20180205,   53,   -6,  -27,   30,  803,    0,   80,    8
  380,20180206,   43,  -17,  -32,    1,  277,    2,   84,    3
  380,20180207,   28,  -23,  -58,   11,  639,    0,   80,    6
  380,20180208,   28,  -33,  -76,   13,  743,    0,   80,    7
  380,20180209,   48,   -6,  -37,   20,  678,    6,   82,    7
  380,20180210,   48,   19,    4,   47,  240,   10,   89,    3
  380,20180211,   63,   32,    6,   61,  317,   32,   85,    4
  380,20180212,   43,   16,   -9,   46,  492,    9,   80,    6
  380,20180213,   43,   10,  -20,   53,  943,    0,   70,   10
  380,20180214,   38,   18,  -35,   59,  957,    0,   60,   11
  380,20180215,   43,   44,    9,   90,  194,   70,   90,    2
  380,20180216,   26,   28,  -11,   82,  936,    0,   81,   11
  380,20180217,   30,   17,   -9,   57,  727,    0,   80,    8
  380,20180218,   27,   22,  -29,   78,  971,    0,   73,   11
  380,20180219,   18,    8,  -29,   39,  457,    0,   79,    5
  380,20180220,   28,   13,  -21,   49,  662,    0,   79,    7
  380,20180221,   45,   -3,  -44,   46, 1009,    0,   76,   11
  380,20180222,   62,   -1,  -31,   43, 1104,    0,   70,   12
  380,20180223,   63,  -10,  -41,   30, 1169,    0,   64,   12
  380,20180224,   76,   -7,  -49,   52, 1129,    0,   52,   12
  380,20180225,   68,  -28,  -54,    6, 1215,    0,   49,   11
  380,20180226,   64,  -44,  -73,  -10,  805,    1,   71,    7
  380,20180227,   58,  -52,  -83,   -9, 1215,    0,   62,   10
  380,20180228,   71,  -61,  -89,  -24, 1236,    0,   53,   10
  380,20180301,   93,  -33,  -69,    8,  963,    0,   45,    9
  380,20180302,   71,  -27,  -39,   -2,  299,   23,   62,    3
  380,20180303,   33,    2,  -30,   40, 1078,    5,   86,   12
  380,20180304,   38,   68,   -4,  131,  925,    2,   77,   12
  380,20180305,   36,   71,   35,  129,  872,    0,   75,   12
  380,20180306,   28,   69,   33,  112,  925,    0,   77,   12
  380,20180307,   39,   51,   21,   80,  326,   53,   86,    4
  380,20180308,   63,   46,   18,   85,  530,   32,   85,    7
  380,20180309,   33,   64,   20,   95,  572,   45,   88,    8
  380,20180310,   46,  121,   92,  156,  668,    4,   82,   10
  380,20180311,   42,  122,   92,  152,  629,    0,   79,   10
  380,20180312,   54,  106,   82,  147, 1010,   25,   79,   15
  380,20180313,   51,   57,   41,   85,  130,   71,   94,    2
  380,20180314,   33,   69,   11,  126, 1427,    0,   77,   19
  380,20180315,   42,   71,   45,  113,  452,   69,   77,    6
  380,20180316,   35,   58,    5,   97,  356,   48,   94,    5
  380,20180317,   82,  -19,  -28,    5,  269,    1,   82,    3
  380,20180318,   70,  -14,  -30,    9,  627,    0,   64,    6
  380,20180319,   56,   -8,  -42,   31, 1160,    0,   54,   12
  380,20180320,   50,   19,  -47,   86, 1517,    3,   60,   17
  380,20180321,   25,   16,  -21,   69, 1198,    0,   81,   13
  380,20180322,   35,   47,   17,   68,  196,   38,   93,    2
  380,20180323,   44,   52,   42,   69,  474,    1,   83,    6
  380,20180324,   28,   72,   35,  126, 1459,    0,   69,   20
  380,20180325,   23,   82,   17,  133, 1620,    0,   64,   23
  380,20180326,   20,   61,   15,  111, 1200,    2,   75,   16
  380,20180327,   39,   59,    2,  105,  612,   43,   85,    8
  380,20180328,   46,   70,   35,  106,  340,   87,   92,    5
  380,20180329,   38,   69,   32,  112, 1212,    3,   69,   16
  380,20180330,   36,   92,   55,  148, 1155,   18,   68,   17
  380,20180331,   30,   79,   40,  131, 1252,   33,   77,   17
  380,20180401,   34,   58,   38,   81,  478,    7,   86,    6
  380,20180402,   40,   94,   32,  148,  879,    2,   69,   13
  380,20180403,   62,  120,   93,  162,  777,    9,   73,   12
  380,20180404,   56,  109,   63,  144,  820,    8,   77,   12
  380,20180405,   48,   68,   22,   96,  908,    6,   74,   12
  380,20180406,   41,   97,   24,  175, 2056,    0,   55,   30
  380,20180407,   36,  154,   53,  228, 1953,    0,   52,   33
  380,20180408,   23,  168,  103,  234, 1632,    0,   53,   28
  380,20180409,   31,  139,   97,  174,  920,   -1,   77,   15
  380,20180410,   31,  138,  100,  188,  956,   50,   72,   15
  380,20180411,   23,  100,   69,  130,  515,   28,   89,    8
  380,20180412,   28,  112,   55,  168, 1051,   -1,   90,   16
  380,20180413,   23,  108,   55,  148,  927,    0,   82,   14
  380,20180414,   21,  131,   66,  188, 1519,   17,   80,   24
  380,20180415,   32,  140,  106,  184, 1537,   18,   76,   25
  380,20180416,   26,  130,   84,  179, 2100,    2,   73,   33
  380,20180417,   20,  145,   59,  213, 2194,    0,   64,   36
  380,20180418,   29,  179,   83,  248, 2271,    0,   55,   40
  380,20180419,   32,  206,  103,  280, 2315,    0,   48,   43
  380,20180420,   28,  203,  122,  270, 2135,    0,   55,   39
  380,20180421,   24,  173,  105,  235, 2155,    0,   70,   37
  380,20180422,   30,  194,  110,  267, 1824,    1,   64,   33
  380,20180423,   41,  145,   87,  187, 2029,    8,   66,   33
  380,20180424,   50,  127,   82,  162, 1226,    0,   72,   19
  380,20180425,   53,  128,   78,  159, 1459,    5,   65,   23
  380,20180426,   45,   99,   46,  145, 1509,   18,   67,   22
  380,20180427,   29,  128,   45,  190, 2121,    0,   54,   33
  380,20180428,   42,  129,   75,  169, 1153,    0,   61,   18
  380,20180429,   36,  124,   46,  190, 1518,  234,   85,   24
  380,20180430,   75,   96,   51,  134,  996,   74,   83,   14
  380,20180501,   54,   86,   49,  137, 1758,   11,   69,   25
  380,20180502,   41,  121,   41,  180, 2572,   -1,   59,   40
  380,20180503,   29,  116,   70,  166, 2519,    0,   65,   38
  380,20180504,   39,  125,   48,  187, 2641,    0,   62,   41
  380,20180505,   46,  145,   66,  218, 2701,    0,   61,   44
  380,20180506,   38,  181,   77,  252, 2750,    0,   53,   48
  380,20180507,   32,  187,  104,  248, 2747,    0,   52,   49
  380,20180508,   28,  207,  126,  270, 2673,    0,   47,   49
  380,20180509,   29,  193,  114,  271, 2455,    0,   59,   44
  380,20180510,   34,  127,   80,  168, 1090,   39,   76,   17
  380,20180511,   24,  139,   58,  203, 2320,    0,   67,   37
  380,20180512,   29,  179,   86,  239, 2132,    0,   56,   37
  380,20180513,   31,  130,  114,  150,  319,   23,   88,    5
  380,20180514,   33,  158,  106,  240, 1451,    5,   83,   24
  380,20180515,   30,  176,  116,  238, 2593,    0,   62,   45
  380,20180516,   39,  161,  115,  214, 1558,   11,   71,   26
  380,20180517,   43,  123,   78,  183, 2786,    0,   65,   43
  380,20180518,   29,  114,   71,  172, 2359,    0,   67,   36
  380,20180519,   22,  112,   55,  166, 1941,    0,   71,   29
  380,20180520,   28,  152,   64,  241, 2622,   -1,   71,   43
  380,20180521,   38,  173,  124,  253, 1879,  175,   71,   33
  380,20180522,   21,  159,  116,  234, 1381,  497,   85,   23
  380,20180523,   27,  173,  132,  226, 1383,   26,   82,   24
  380,20180524,   35,  180,  123,  238, 2052,   25,   78,   36
  380,20180525,   17,  201,  125,  264, 2587,    0,   72,   47
  380,20180526,   34,  226,  145,  280, 2727,    0,   65,   52
  380,20180527,   29,  202,  166,  270, 1248,  146,   77,   23
  380,20180528,   30,  227,  146,  283, 2626,    0,   66,   50
  380,20180529,   29,  205,  164,  260, 1391,   -1,   80,   26
  380,20180530,   18,  212,  143,  265, 2104,   -1,   74,   39
  380,20180531,   20,  214,  170,  274, 2151,   15,   75,   40
  380,20180601,   28,  171,  159,  185,  252,  258,   96,    4
  380,20180602,   29,  172,  138,  203, 1575,    0,   84,   27
  380,20180603,   20,  192,  144,  248, 2362,    0,   77,   42
  380,20180604,   38,  202,  138,  262, 2646,    0,   75,   48
  380,20180605,   36,  167,  131,  200, 1301,    0,   82,   22
  380,20180606,   31,  211,  124,  275, 2891,    0,   68,   54
  380,20180607,   24,  209,  166,  258, 1818,    8,   77,   34
  380,20180608,   22,  195,  169,  235, 1404,   11,   87,   25
  380,20180609,   20,  207,  167,  253, 1984,    0,   81,   37
  380,20180610,   26,  202,  167,  251, 1740,    0,   79,   32
  380,20180611,   50,  185,  148,  234, 1966,   -1,   72,   35
  380,20180612,   40,  150,  116,  183,  959,    7,   82,   16
  380,20180613,   27,  137,   92,  179, 1464,   -1,   76,   23
  380,20180614,   37,  157,   92,  218, 1853,    9,   79,   31
  380,20180615,   21,  182,  136,  236, 2582,    0,   69,   46
  380,20180616,   30,  177,  126,  241, 2039,    0,   70,   36
  380,20180617,   40,  159,  132,  180, 1407,    0,   68,   24
  380,20180618,   42,  181,  147,  222, 1369,   -1,   73,   24
  380,20180619,   32,  179,  138,  214,  854,    0,   83,   15
  380,20180620,   28,  217,  164,  274, 2855,    0,   68,   54
  380,20180621,   49,  150,   90,  190, 2023,    0,   67,   33
  380,20180622,   42,  122,   80,  160, 1439,   -1,   71,   22
  380,20180623,   18,  134,   73,  184, 1183,   -1,   75,   19
  380,20180624,   25,  150,   97,  195, 1634,   -1,   74,   27
  380,20180625,   27,  170,  127,  228, 1826,   -1,   72,   31
  380,20180626,   30,  162,  104,  226, 2707,    0,   72,   46
  380,20180627,   40,  194,  108,  273, 2935,    0,   62,   53
  380,20180628,   45,  216,  126,  278, 2918,    0,   51,   55
  380,20180629,   49,  223,  154,  288, 2977,    0,   53,   56
  380,20180630,   44,  225,  145,  293, 2903,    0,   54,   55
  380,20180701,   57,  221,  169,  276, 3117,    0,   33,   59
  380,20180702,   48,  215,  140,  281, 3100,    0,   37,   58
  380,20180703,   24,  224,  121,  297, 2597,   -1,   42,   49
  380,20180704,   20,  225,  161,  283, 1849,   33,   62,   35
  380,20180705,   24,  212,  158,  274, 2221,    0,   65,   41
  380,20180706,   19,  206,  140,  263, 2363,    0,   65,   43
  380,20180707,   32,  210,  144,  269, 2621,    0,   53,   49
  380,20180708,   39,  195,  125,  258, 2921,    0,   55,   53
  380,20180709,   35,  192,  126,  251, 2160,    0,   67,   39
  380,20180710,   39,  152,  123,  180,  886,   -1,   75,   15
  380,20180711,   33,  178,  100,  237, 2065,   -1,   65,   36
  380,20180712,   28,  203,  156,  269, 2248,    0,   66,   41
  380,20180713,   21,  205,  131,  271, 2636,    0,   62,   48
  380,20180714,   28,  210,  136,  276, 2757,    0,   59,   51
  380,20180715,   30,  225,  134,  294, 2842,    0,   46,   54
  380,20180716,   23,  236,  147,  302, 2786,   -1,   42,   54
  380,20180717,   35,  218,  145,  280, 2523,   -1,   54,   47
  380,20180718,   23,  205,  116,  272, 2657,    0,   53,   49
  380,20180719,   23,  214,  132,  284, 2450,    0,   54,   46
  380,20180720,   20,  217,  135,  287, 2207,    0,   51,   41
  380,20180721,   24,  223,  160,  292, 2142,    0,   55,   41
  380,20180722,   20,  216,  139,  282, 2049,    0,   55,   38
  380,20180723,   16,  235,  167,  295, 1872,    0,   59,   36
  380,20180724,   20,  261,  170,  327, 2427,    0,   52,   49
  380,20180725,   30,  268,  196,  341, 2092,   -1,   51,   42
  380,20180726,   23,  280,  194,  367, 2256,   -1,   51,   46
  380,20180727,   31,  298,  232,  363, 2589,    0,   33,   54
  380,20180728,   37,  226,  169,  281, 1852,    6,   58,   35
  380,20180729,   43,  237,  167,  304, 1895,    0,   44,   37
  380,20180730,   31,  258,  192,  327, 2341,    0,   51,   47
  380,20180731,   34,  242,  185,  297, 2338,    0,   56,   46
  380,20180801,   32,  236,  162,  300, 1856,    0,   53,   36
  380,20180802,   25,  247,  160,  322, 2454,    0,   54,   48
  380,20180803,   26,  267,  176,  343, 2498,    0,   48,   50
  380,20180804,   34,  251,  189,  326, 2397,    0,   56,   47
  380,20180805,   35,  220,  174,  281, 2340,    0,   60,   44
  380,20180806,   18,  257,  156,  340, 2552,    0,   44,   51
  380,20180807,   25,  276,  164,  358, 2388,    0,   40,   49
  380,20180808,   46,  208,  155,  247, 1604,   83,   69,   30
  380,20180809,   53,  185,  143,  238,  957,  207,   79,   17
  380,20180810,   56,  182,  127,  234, 2151,    0,   58,   38
  380,20180811,   30,  171,  121,  225, 2410,   15,   63,   42
  380,20180812,   33,  209,  122,  281, 2342,    0,   47,   43
  380,20180813,   41,  181,  164,  221, 1118,  126,   83,   20
  380,20180814,   32,  182,  154,  220,  745,    3,   83,   13
  380,20180815,   33,  183,  145,  230, 1144,    0,   80,   20
  380,20180816,   25,  202,  131,  271, 1924,    0,   72,   35
  380,20180817,   23,  180,  140,  231, 1474,   95,   76,   26
  380,20180818,   27,  178,  112,  237, 2302,    0,   71,   40
  380,20180819,   38,  198,  139,  253, 2011,    0,   72,   36
  380,20180820,   23,  202,  181,  232,  736,   -1,   82,   13
  380,20180821,   14,  215,  180,  266, 1780,   -1,   73,   33
  380,20180822,   23,  210,  159,  272, 2012,    0,   76,   37
  380,20180823,   34,  194,  144,  234, 2080,    6,   80,   37
  380,20180824,   43,  165,  141,  202, 1424,    1,   64,   24
  380,20180825,   39,  130,   88,  176, 1277,   54,   77,   20
  380,20180826,   44,  147,   79,  201, 1713,   19,   65,   28
  380,20180827,   50,  169,  132,  213, 1088,   15,   75,   19
  380,20180828,   20,  173,  124,  232, 1484,    0,   69,   26
  380,20180829,   24,  179,  126,  230,  901,    6,   78,   16
  380,20180830,   27,  159,  117,  201, 1521,   -1,   72,   26
  380,20180831,   27,  145,   98,  197, 1830,    0,   69,   30
  380,20180901,   25,  143,   74,  215, 1971,    0,   65,   32
  380,20180902,   34,  172,   78,  245, 1961,    0,   62,   34
  380,20180903,   20,  183,  149,  209,  935,   -1,   76,   17
  380,20180904,   18,  206,  173,  259, 1471,   -1,   76,   27
  380,20180905,   20,  200,  159,  263, 1469,   57,   80,   27
  380,20180906,   17,  170,  140,  213,  738,    4,   91,   13
  380,20180907,   35,  141,   91,  192, 1268,   10,   74,   21
  380,20180908,   35,  145,   88,  201, 1510,    0,   70,   25
  380,20180909,   31,  185,  131,  252, 1547,    0,   60,   27
  380,20180910,   30,  181,  138,  231, 1340,    0,   69,   24
  380,20180911,   51,  202,  145,  268, 1845,    0,   61,   34
  380,20180912,   40,  167,  139,  231, 1235,    1,   81,   21
  380,20180913,   27,  143,  103,  184,  624,   12,   83,   10
  380,20180914,   25,  142,   68,  206, 1765,    0,   69,   29
  380,20180915,   28,  149,  101,  210, 1508,    0,   72,   25
  380,20180916,   21,  166,   91,  236, 1570,    0,   63,   27
  380,20180917,   27,  187,  101,  269, 1666,    0,   54,   30
  380,20180918,   43,  227,  148,  300, 1675,    0,   52,   32
  380,20180919,   45,  206,  139,  274, 1525,    0,   65,   28
  380,20180920,   50,  204,  152,  258, 1492,    0,   61,   27
  380,20180921,   68,  159,  114,  207,  807,   46,   63,   14
  380,20180922,   38,  116,  100,  159,  665,   55,   84,   10
  380,20180923,   36,  104,   79,  125,  265,  204,   96,    4
  380,20180924,   26,   91,   49,  150, 1037,   10,   83,   15
  380,20180925,   21,   91,   32,  150, 1391,    0,   75,   20
  380,20180926,   20,  114,   38,  192, 1541,    0,   63,   23
  380,20180927,   25,  143,   56,  229, 1589,    0,   63,   26
  380,20180928,   38,  103,   47,  144,  350,    6,   81,    5
  380,20180929,   30,   86,   22,  153, 1541,    0,   71,   22
  380,20180930,   20,  102,   25,  170, 1495,   -1,   70,   22
  380,20181001,   34,   95,   55,  135,  941,   22,   82,   14
  380,20181002,   49,  109,   67,  143,  314,   18,   88,    5
  380,20181003,   27,  120,   72,  165, 1021,    0,   78,   16
  380,20181004,   25,  125,   88,  179,  838,    0,   80,   13
  380,20181005,   14,  146,   67,  229, 1361,    0,   73,   22
  380,20181006,   32,  172,  104,  247, 1309,    6,   68,   23
  380,20181007,   46,  113,   60,  152,  974,   16,   79,   15
  380,20181008,   16,   97,   34,  168, 1245,    0,   79,   18
  380,20181009,   17,  130,   55,  204, 1144,    0,   81,   18
  380,20181010,   30,  159,   86,  228, 1256,    0,   76,   21
  380,20181011,   34,  186,  121,  245,  870,    0,   66,   15
  380,20181012,   39,  199,  145,  249, 1013,   -1,   67,   18
  380,20181013,   36,  209,  162,  273, 1150,    0,   59,   21
  380,20181014,   43,  201,  163,  257, 1043,    0,   51,   19
  380,20181015,   30,  186,  117,  246,  999,   -1,   55,   18
  380,20181016,   18,  170,   90,  251,  947,    0,   61,   16
  380,20181017,   22,  150,  105,  209,  944,    0,   77,   16
  380,20181018,   41,  135,  108,  182,  639,    0,   85,   10
  380,20181019,   28,  123,   79,  166,  796,    0,   81,   12
  380,20181020,   13,   82,   33,  141,  873,    0,   86,   12
  380,20181021,   11,   98,   31,  172, 1015,    0,   77,   15
  380,20181022,   33,   99,   34,  150,  469,   15,   82,    7
  380,20181023,   51,  100,   33,  141,  589,    0,   79,    9
  380,20181024,   34,  133,  118,  153,  236,   10,   91,    4
  380,20181025,   29,  117,  101,  126,  335,    1,   81,    5
  380,20181026,   42,   89,   52,  111,  238,   43,   83,    3
  380,20181027,   25,   59,   33,   95,  569,    7,   89,    7
  380,20181028,   70,   42,   17,   71,  623,    0,   80,    8
  380,20181029,   64,   46,   33,   62,  172,   15,   85,    2
  380,20181030,   64,   57,   32,   85,  165,  177,   90,    2
  380,20181031,   31,   76,   32,  105,  316,   -1,   83,    4
  380,20181101,   35,   97,   73,  122,  196,   20,   81,    3
  380,20181102,   32,   73,   13,  117,  735,    0,   78,   10
  380,20181103,   21,   41,   -5,  102,  744,    0,   84,    9
  380,20181104,   18,   66,    0,  146,  776,    0,   86,   10
  380,20181105,   18,   89,   34,  142,  752,    0,   86,   11
  380,20181106,   30,  133,   90,  179,  589,   -1,   74,    9
  380,20181107,   45,  116,   96,  137,  251,    7,   76,    4
  380,20181108,   33,   97,   61,  134,  680,   -1,   80,   10
  380,20181109,   32,  105,   49,  145,  491,    2,   80,    7
  380,20181110,   58,  128,  118,  145,  136,   17,   82,    2
  380,20181111,   63,  118,  105,  135,  280,   16,   82,    4
  380,20181112,   27,  104,   87,  119,  120,   21,   93,    2
  380,20181113,   53,  100,   74,  131,  456,    0,   83,    7
  380,20181114,   26,   79,   28,  133,  679,    0,   84,    9
  380,20181115,   21,   59,    4,  131,  677,    0,   86,    9
  380,20181116,   22,   40,  -12,  102,  638,    0,   85,    8
  380,20181117,   49,   41,   13,   94,  647,    0,   77,    8
  380,20181118,   52,   18,  -14,   64,  599,    0,   70,    7
  380,20181119,   72,   33,   -9,   66,  320,   -1,   80,    4
  380,20181120,   58,   28,   -4,   45,  156,    0,   73,    2
  380,20181121,   29,   29,    0,   59,  340,    1,   83,    4
  380,20181122,   18,   15,  -18,   58,  516,    0,   87,    6
  380,20181123,   25,   40,  -21,  102,  481,    0,   86,    6
  380,20181124,   18,   34,   15,   54,   91,   37,   96,    1
  380,20181125,   38,   34,   28,   39,  170,    2,   97,    2
  380,20181126,   35,   46,   32,   56,  138,   10,   96,    2
  380,20181127,   18,   31,   18,   45,  195,    1,   93,    2
  380,20181128,   53,   72,   29,  104,  147,   14,   82,    2
  380,20181129,   59,  106,   97,  116,   81,    3,   74,    1
  380,20181130,   48,   95,   62,  115,  236,   -1,   83,    3
  380,20181201,   63,   78,   44,  103,  232,   10,   85,    3
  380,20181202,   61,  121,   91,  141,   88,  126,   92,    1
  380,20181203,   57,  121,   93,  135,  193,   18,   88,    3
  380,20181204,   19,   57,   11,   93,  353,   13,   91,    5
  380,20181205,   34,   70,   13,  100,  232,    1,   81,    3
  380,20181206,   55,  113,   90,  124,  158,    8,   90,    2
  380,20181207,   75,   96,   59,  125,   98,  109,   89,    1
  380,20181208,   82,   84,   59,  104,   91,   89,   83,    1
  380,20181209,   60,   74,   51,   93,  107,  144,   84,    1
  380,20181210,   35,   43,   25,   73,  267,   20,   90,    3
  380,20181211,   18,   39,   12,   64,  253,    7,   87,    3
  380,20181212,   20,    6,  -23,   38,  193,    0,   95,    2
  380,20181213,   41,   -1,  -20,   24,  436,    0,   84,    5
  380,20181214,   23,    1,  -31,   16,  196,    0,   78,    2
  380,20181215,   30,   -3,  -22,    9,  154,    3,   67,    2
  380,20181216,   39,   21,  -10,   45,  234,   31,   92,    3
  380,20181217,   46,   59,   40,   83,  175,    9,   88,    2
  380,20181218,   42,   59,   32,   84,  351,    0,   77,    5
  380,20181219,   53,   78,   61,  100,  215,    1,   81,    3
  380,20181220,   60,   74,   61,   83,  109,   20,   86,    1
  380,20181221,   83,  107,   78,  140,  111,  107,   81,    2
  380,20181222,   50,   93,   72,  111,  164,   94,   84,    2
  380,20181223,   45,   84,   59,  113,   75,  154,   94,    1
  380,20181224,   25,   42,   -5,   71,  283,    9,   89,    3
  380,20181225,   32,    8,  -24,   43,  355,    0,   90,    4
  380,20181226,   23,    0,  -28,   35,  456,    0,   84,    5
  380,20181227,   14,   19,  -16,   56,  275,    0,   77,    3
  380,20181228,   29,    8,  -28,   35,  450,    0,   90,    5
  380,20181229,   52,   46,   17,   79,  109,   14,   94,    1
  380,20181230,   32,   69,   45,   79,  173,   20,   92,    2
  380,20181231,   23,   83,   74,   91,   96,   19,   97,    1
  380,20190101,   42,   62,   42,   77,   62,   18,   89,    1
  380,20190102,   30,   32,    0,   59,  247,   -1,   80,    3
  380,20190103,   21,   32,    8,   51,  179,   -1,   87,    2
  380,20190104,   27,   25,   10,   40,   93,    5,   94,    1
  380,20190105,   37,   51,   29,   59,   57,   13,   96,    1
  380,20190106,   21,   43,   32,   52,  114,    1,   94,    1
  380,20190107,   43,   52,   15,   81,   61,   41,   97,    1
  380,20190108,   56,   58,   39,   85,  110,   59,   84,    1
  380,20190109,   46,   34,   15,   61,  349,    2,   80,    4
  380,20190110,   17,   11,    0,   25,  157,   -1,   89,    2
  380,20190111,   34,   40,    7,   67,   81,   34,   97,    1
  380,20190112,   45,   61,   49,   72,   75,   47,   93,    1
  380,20190113,   55,   78,   65,   89,   39,   91,   93,    1
  380,20190114,   40,   46,   21,   68,  259,    7,   85,    3
  380,20190115,   49,   52,   25,   69,  235,    1,   87,    3
  380,20190116,   68,   53,   42,   61,  152,    7,   79,    2
  380,20190117,   45,   31,    0,   53,  110,   88,   94,    1
  380,20190118,   19,    2,  -14,   22,  348,    0,   92,    4
  380,20190119,   32,   -5,  -33,   36,  587,    0,   74,    6
  380,20190120,   28,  -28,  -62,   10,  613,    0,   81,    6
  380,20190121,   20,  -35,  -75,   16,  730,    0,   84,    7
  380,20190122,   45,  -27,  -62,   -9,  246,   29,   80,    2
  380,20190123,   35,  -26,  -52,   -7,  315,    0,   84,    3
  380,20190124,   18,  -24,  -35,   -7,  272,    0,   82,    3
  380,20190125,   45,    9,  -11,   33,  267,   22,   92,    3
  380,20190126,   62,   56,   33,   67,  125,    5,   95,    2
  380,20190127,   62,   48,   22,   66,   92,   93,   90,    1
  380,20190128,   55,   23,    9,   53,  229,   83,   91,    3
  380,20190129,   41,   14,   -4,   44,  617,    4,   81,    7
  380,20190130,   32,   -3,  -18,    9,  164,   34,   92,    2
  380,20190131,   33,  -25,  -51,   -8,  264,   -1,   92,    3
  380,20190201,   28,   21,  -10,   66,  481,    8,   89,    6
  380,20190202,   35,   11,    2,   20,   95,   84,   97,    1
  380,20190203,   26,   19,  -11,   56,  694,    0,   86,    8
  380,20190204,   63,   21,  -10,   45,  336,   -1,   76,    4
  380,20190205,   33,   30,    8,   53,  183,    2,   90,    2
  380,20190206,   55,   55,    8,   91,  384,   17,   74,    5
  380,20190207,   74,   73,   48,   99,  581,   16,   79,    8
  380,20190208,   86,   76,   46,   92,  283,   21,   80,    4
  380,20190209,   82,   81,   72,  103,  346,   21,   74,    5
  380,20190210,   74,   67,   31,   93,  127,  201,   89,    2
  380,20190211,   36,   39,    5,   72,  461,    2,   86,    6
  380,20190212,   38,   27,  -15,   76,  502,    0,   89,    6
  380,20190213,   30,   32,    0,   75,  693,    0,   80,    8
