# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 380         5.762       50.906      114.30      Maastricht  
# FG        : Etmaalgemiddelde windsnelheid (in 0.1 m/s) / Daily mean windspeed (in 0.1 m/s)
# TG        : Etmaalgemiddelde temperatuur (in 0.1 graden Celsius) / Daily mean temperature in (0.1 degrees Celsius)
# TN        : Minimum temperatuur (in 0.1 graden Celsius) / Minimum temperature (in 0.1 degrees Celsius)
# TX        : Maximum temperatuur (in 0.1 graden Celsius) / Maximum temperature (in 0.1 degrees Celsius)
# Q         : Globale straling (in J/cm2) / Global radiation (in J/cm2)
# RH        : Etmaalsom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm) / Daily precipitation amount (in 0.1 mm) (-1 for <0.05 mm)
# UG        : Etmaalgemiddelde relatieve vochtigheid (in procenten) / Daily mean relative atmospheric humidity (in percents)
# EV24      : Referentiegewasverdamping (Makkink) (in 0.1 mm) / Potential evapotranspiration (Makkink) (in 0.1 mm)
# STN,YYYYMMDD,   FG,   TG,   TN,   TX,    Q,   RH,   UG, EV24
  380,20210318,   24,   35,    0,   65,  781,   -1,   86,    9
  380,20210319,   55,   42,    1,   84, 1572,    0,   69,   19
  380,20210320,   24,   37,  -21,   89, 1701,    0,   68,   21
  380,20210321,   40,   57,   40,   79,  645,    2,   78,    8
  380,20210322,   22,   52,   25,   79,  588,   -1,   77,    7
  380,20210323,   30,   72,   26,  123, 1391,    0,   72,   19
  380,20210324,   35,   94,   25,  158, 1724,    0,   66,   25
  380,20210325,   33,   81,   33,  122,  923,   -1,   81,   13
  380,20210326,   57,  103,   54,  148, 1447,    3,   67,   21
  380,20210327,   57,   69,   34,  110, 1440,   13,   65,   19
  380,20210328,   53,   99,   50,  146, 1619,    0,   63,   24
  380,20210329,   46,  136,   77,  203, 1910,    0,   49,   31
  380,20210330,   23,  147,   45,  231, 1918,    0,   44,   31
  380,20210331,   23,  168,   84,  242, 1900,    0,   46,   33
  380,20210401,   41,  132,   46,  206, 1740,    0,   63,   28
  380,20210402,   48,   58,   29,  101, 1156,   -1,   76,   15
  380,20210403,   40,   69,   30,  115, 1475,    0,   68,   20
  380,20210404,   23,   57,   26,   97, 1086,    0,   72,   14
  380,20210405,   58,   29,   -8,   67,  809,   23,   80,   10
  380,20210406,   38,    3,   -7,   28,  799,   83,   93,    9
  380,20210407,   50,   16,   -8,   59,  714,   34,   80,    8
  380,20210408,   33,   43,    4,   88, 1537,   -1,   63,   19
  380,20210409,   37,   88,   28,  141, 1645,   12,   61,   23
  380,20210410,   20,   83,   57,  102,  374,  121,   93,    5
  380,20210411,   34,   39,    6,   73,  416,   89,   84,    5
  380,20210412,   28,   25,  -14,   71, 1253,    1,   81,   15
  380,20210413,   22,   38,  -29,   96, 1761,    0,   68,   21
  380,20210414,   28,   43,  -15,   95, 1555,   -1,   66,   19
  380,20210415,   28,   43,  -18,   93, 1389,    0,   70,   17
  380,20210416,   38,   62,   -9,  117, 1716,    0,   60,   23
  380,20210417,   40,   73,   13,  130, 2008,    0,   65,   27
  380,20210418,   26,   88,   15,  147, 1740,    0,   66,   25
  380,20210419,   18,   74,   33,  111,  823,    1,   86,   11
  380,20210420,   13,  108,   33,  170, 1712,    0,   68,   26
  380,20210421,   40,  101,   38,  165, 1721,    0,   67,   25
  380,20210422,   40,   70,   10,  125, 2453,    0,   64,   33
  380,20210423,   30,   76,    2,  138, 2521,    0,   66,   35
  380,20210424,   53,   81,   20,  141, 2377,    0,   61,   33
  380,20210425,   48,   63,   10,  117, 2232,    0,   65,   29
  380,20210426,   44,   80,   -5,  144, 2587,    0,   55,   36
  380,20210427,   38,   94,   12,  160, 2552,    0,   49,   37
  380,20210428,   30,  127,   25,  198, 2254,    0,   48,   35
  380,20210429,   44,   76,   24,  115,  722,    1,   75,   10
  380,20210430,   27,   74,    9,  127, 1642,    0,   72,   22
  380,20210501,   23,   74,    4,  126, 1623,    0,   68,   22
  380,20210502,   27,   69,   26,  118, 1427,    1,   67,   19
  380,20210503,   55,   94,    8,  142, 1912,    0,   56,   28
  380,20210504,   92,   94,   49,  139, 1352,   32,   69,   19
  380,20210505,   46,   71,   31,  118, 1867,   11,   70,   25
  380,20210506,   31,   71,   36,  116, 1470,    5,   76,   20
  380,20210507,   33,   73,   16,  135, 1810,   -1,   67,   25
  380,20210508,   50,  126,   40,  185, 1137,   -1,   60,   18
  380,20210509,   48,  210,  129,  272, 1990,   -1,   52,   37
  380,20210510,   58,  174,  125,  221, 1531,    3,   61,   27
  380,20210511,   22,  135,  105,  164,  737,    4,   83,   12
  380,20210512,   28,  127,   83,  178, 2158,    0,   71,   34
  380,20210513,   20,  116,   59,  179, 1394,   25,   78,   21
  380,20210514,   29,  109,   52,  174, 1839,   24,   81,   28
  380,20210515,   44,  108,   79,  150, 1369,   31,   83,   20
  380,20210516,   43,  114,   78,  170, 1800,   36,   79,   27
  380,20210517,   49,  114,   97,  152, 1190,   42,   82,   18
  380,20210518,   39,  124,   89,  174, 2079,    3,   71,   32
  380,20210519,   31,  103,   62,  151, 1348,   82,   84,   20
  380,20210520,   47,  123,   78,  159, 1629,   -1,   71,   25
  380,20210521,   77,  132,   86,  176, 2255,    1,   61,   36
  380,20210522,   73,  101,   82,  116,  582,   40,   80,    9
  380,20210523,   53,  121,   82,  157, 1910,   12,   65,   29
  380,20210524,   58,  114,   72,  156, 1076,   36,   75,   16
  380,20210525,   44,   87,   63,  139,  803,  181,   88,   11
  380,20210526,   39,  108,   81,  155, 1537,    9,   78,   23
  380,20210527,   38,  109,   68,  150,  844,   -1,   81,   13
  380,20210528,   24,  121,   44,  182, 2429,    0,   74,   38
  380,20210529,   30,  140,   65,  202, 2932,    0,   67,   47
  380,20210530,   41,  155,   67,  216, 3001,    0,   62,   50
  380,20210531,   32,  174,   94,  232, 2805,    0,   57,   49
  380,20210601,   41,  192,  113,  252, 3019,    0,   46,   54
  380,20210602,   27,  214,  129,  288, 2846,    8,   49,   53
  380,20210603,   26,  206,  170,  253, 1592,   53,   78,   29
  380,20210604,   23,  201,  156,  264, 1948,   16,   81,   36
  380,20210605,   27,  155,  138,  171,  353,   -1,   93,    6
  380,20210606,   21,  157,  127,  196, 1122,    1,   80,   19
  380,20210607,   22,  168,  118,  207, 1812,    0,   74,   31
  380,20210608,   19,  192,  113,  248, 2978,    0,   63,   53
  380,20210609,   22,  201,  131,  262, 2601,    0,   63,   47
  380,20210610,   25,  208,  125,  267, 2831,    0,   59,   52
  380,20210611,   25,  209,  139,  266, 2710,    0,   68,   50
  380,20210612,   35,  174,  113,  225, 1558,    0,   73,   27
  380,20210613,   19,  170,   90,  231, 2987,    0,   60,   51
  380,20210614,   22,  215,  110,  286, 2993,    0,   51,   56
  380,20210615,   35,  205,  147,  258, 2750,    0,   63,   51
  380,20210616,   22,  243,  167,  307, 2786,    0,   56,   54
  380,20210617,   31,  263,  208,  316, 2455,    0,   54,   49
  380,20210618,   41,  261,  215,  330, 2413,   -1,   59,   48
  380,20210619,   40,  227,  186,  278, 2634,   63,   69,   50
  380,20210620,   40,  214,  173,  259, 2265,   61,   71,   42
  380,20210621,   45,  163,  141,  186, 1005,  122,   85,   17
  380,20210622,   54,  134,  119,  147,  583,   86,   87,    9
  380,20210623,   35,  142,  116,  171,  855,   -1,   83,   14
  380,20210624,   24,  162,  126,  205, 1585,    0,   80,   27
  380,20210625,   30,  173,  106,  224, 2345,    0,   71,   41
  380,20210626,   22,  205,  139,  257, 2580,    0,   61,   47
  380,20210627,   31,  196,  158,  261, 1400,  172,   77,   25
  380,20210628,   18,  202,  154,  241, 1757,   44,   84,   32
  380,20210629,   33,  186,  144,  242, 2181,  872,   83,   39
  380,20210630,   31,  141,  125,  164,  719,  136,   94,   12
  380,20210701,   28,  137,  100,  167,  931,   13,   85,   15
  380,20210702,   25,  176,  108,  232, 2555,    0,   73,   45
  380,20210703,   19,  197,  137,  250, 1489,   62,   76,   27
  380,20210704,   22,  174,  145,  221, 1477,   52,   86,   26
  380,20210705,   27,  168,  136,  192, 1193,   41,   85,   20
  380,20210706,   62,  185,  137,  218, 1755,    1,   69,   31
  380,20210707,   38,  184,  138,  231, 1950,    0,   68,   34
  380,20210708,   17,  177,  130,  228, 1384,   -1,   79,   24
  380,20210709,   21,  180,  140,  227, 2050,    0,   76,   36
  380,20210710,   20,  178,  139,  235, 1663,   63,   80,   29
  380,20210711,   20,  182,  147,  227, 2015,   -1,   78,   36
  380,20210712,   17,  192,  145,  239, 1353,   10,   80,   24
  380,20210713,   29,  181,  172,  197,  407,  244,   95,    7
  380,20210714,   51,  171,  164,  182,  182,  405,   97,    3
  380,20210715,   42,  174,  160,  184,  351,  131,   97,    6
  380,20210716,   27,  165,  148,  188,  873,   23,   87,   15
  380,20210717,   37,  196,  153,  250, 2334,    0,   75,   42
  380,20210718,   27,  206,  136,  272, 2718,    0,   75,   50
  380,20210719,   30,  184,  140,  229, 2323,    0,   75,   41
  380,20210720,   26,  176,  118,  225, 2687,    0,   71,   47
  380,20210721,   23,  189,  118,  241, 2640,    0,   66,   47
  380,20210722,   23,  192,  126,  247, 2047,    0,   71,   37
  380,20210723,   36,  187,  120,  240, 2652,    0,   70,   47
  380,20210724,   27,  181,  147,  209,  615,   46,   86,   11
  380,20210725,   31,  199,  138,  265, 2352,    2,   76,   43
  380,20210726,   40,  190,  161,  242, 1887,   23,   80,   34
  380,20210727,   40,  184,  152,  241, 1439,   50,   81,   25
  380,20210728,   51,  184,  148,  226, 2010,   56,   73,   36
  380,20210729,   49,  171,  138,  217, 1919,    3,   69,   33
  380,20210730,   56,  188,  131,  246, 1894,    0,   64,   34
  380,20210731,   52,  170,  137,  212, 1445,   -1,   75,   25
  380,20210801,   32,  153,  127,  201, 1135,   72,   88,   19
  380,20210802,   15,  151,  127,  192, 1271,   20,   83,   21
  380,20210803,   17,  145,  113,  183,  913,   82,   89,   15
  380,20210804,   13,  166,  100,  223, 1748,    0,   77,   30
  380,20210805,   19,  187,  145,  230, 1529,    4,   75,   27
  380,20210806,   50,  175,  148,  216, 1423,  175,   84,   25
  380,20210807,   47,  173,  143,  223, 1544,   22,   78,   27
  380,20210808,   56,  158,  139,  198, 1466,   34,   76,   25
  380,20210809,   41,  164,  135,  209, 1407,  142,   81,   24
  380,20210810,   28,  170,  131,  225, 1624,   76,   87,   28
  380,20210811,   19,  180,  129,  235, 1910,    0,   82,   34
  380,20210812,   16,  202,  130,  267, 1858,    0,   73,   34
  380,20210813,   25,  195,  148,  247, 1908,    0,   75,   34
  380,20210814,   26,  185,  121,  244, 2416,    0,   72,   43
  380,20210815,   33,  204,  134,  270, 1973,    0,   71,   36
  380,20210816,   48,  145,  116,  181,  673,   33,   86,   11
  380,20210817,   41,  135,  105,  165,  633,   50,   91,   10
  380,20210818,   35,  165,  144,  192,  734,   10,   87,   13
  380,20210819,   36,  168,  145,  189,  784,   -1,   81,   13
  380,20210820,   25,  175,  138,  226, 1197,   17,   83,   21
  380,20210821,   17,  197,  134,  252, 1895,   74,   76,   34
  380,20210822,   38,  174,  160,  211,  996,   15,   87,   17
  380,20210823,   34,  172,  129,  212,  832,   43,   88,   14
  380,20210824,   43,  158,  107,  216, 2113,    0,   72,   35
  380,20210825,   25,  161,   89,  217, 2146,    0,   72,   36
  380,20210826,   32,  152,  118,  182, 1004,   41,   83,   17
  380,20210827,   31,  143,  105,  192, 1110,    8,   84,   18
  380,20210828,   41,  157,  121,  201,  971,    4,   85,   16
  380,20210829,   33,  148,  120,  160,  333,   66,   93,    5
  380,20210830,   35,  166,  142,  196,  689,   11,   89,   12
  380,20210831,   33,  158,  130,  210, 1098,    0,   85,   18
  380,20210901,   20,  148,  134,  167,  536,   -1,   79,    9
  380,20210902,   32,  160,   91,  221, 1992,    0,   78,   34
  380,20210903,   33,  180,  108,  248, 1993,    0,   76,   35
  380,20210904,   37,  157,  120,  209, 1347,    0,   89,   23
  380,20210905,   21,  181,  115,  246, 1886,    0,   81,   33
  380,20210906,   15,  182,  115,  248, 1740,    0,   75,   31
  380,20210907,   23,  193,  124,  258, 1765,    0,   68,   32
  380,20210908,   28,  204,  137,  269, 1840,    0,   66,   34
  380,20210909,   35,  204,  147,  263, 1356,    0,   76,   25
  380,20210910,   35,  193,  177,  220,  837,   64,   88,   15
  380,20210911,   33,  175,  153,  202,  780,   -1,   85,   14
  380,20210912,   23,  169,  126,  215, 1505,    0,   79,   26
  380,20210913,   28,  163,  113,  215, 1523,    0,   81,   26
  380,20210914,   17,  186,  112,  241,  998,   -1,   80,   18
  380,20210915,   26,  180,  128,  214,  528,   19,   89,    9
  380,20210916,   20,  154,  105,  209, 1187,    1,   82,   20
  380,20210917,   22,  163,  122,  220, 1350,    0,   81,   23
  380,20210918,   24,  163,  101,  224, 1556,    0,   79,   26
  380,20210919,   29,  151,  108,  210, 1461,    0,   78,   24
  380,20210920,   35,  128,   77,  182, 1345,    0,   76,   21
  380,20210921,   23,  133,   86,  178, 1450,    0,   67,   23
  380,20210922,   14,  129,   68,  196, 1349,    0,   75,   21
  380,20210923,   40,  153,   88,  205, 1465,    0,   76,   24
  380,20210924,   41,  162,  120,  213,  775,    0,   84,   13
  380,20210925,   27,  169,  114,  233, 1471,    0,   76,   25
  380,20210926,   35,  180,  143,  220,  861,    7,   83,   15
  380,20210927,   43,  156,  105,  201,  596,   16,   86,   10
  380,20210928,   30,  133,   94,  181, 1116,    0,   77,   18
  380,20210929,   47,  118,   78,  154,  851,   77,   79,   13
  380,20210930,   46,  109,   64,  147,  896,   -1,   75,   13
  380,20211001,   61,  136,  102,  180, 1144,   30,   71,   18
  380,20211002,   61,  151,  119,  177,  662,   11,   81,   11
  380,20211003,   73,  148,  110,  187,  262,   17,   84,    4
  380,20211004,   47,  133,  110,  174, 1137,    0,   73,   18
  380,20211005,   59,  128,  105,  174,  799,   25,   79,   13
  380,20211006,   58,  113,  102,  127,  351,   15,   88,    5
  380,20211007,   17,  124,   72,  169, 1011,    0,   85,   16
  380,20211008,   26,  110,   49,  173, 1258,    0,   84,   19
  380,20211009,   29,  111,   58,  174, 1231,    0,   81,   19
  380,20211010,   19,   99,   36,  170, 1121,    0,   84,   16
  380,20211011,   20,  116,   93,  146,  592,    6,   87,    9
  380,20211012,   27,   91,   36,  123,  233,   59,   93,    3
  380,20211013,   24,   91,   36,  133,  777,   -1,   89,   11
  380,20211014,   36,  112,   74,  148,  439,    2,   83,    7
  380,20211015,   27,   99,   47,  139,  492,    9,   83,    7
  380,20211016,   12,   73,   21,  139,  990,    0,   82,   13
  380,20211017,   17,   84,   15,  135,  750,    0,   82,   11
  380,20211018,   34,  121,   56,  172,  833,   -1,   76,   13
  380,20211019,   55,  154,  131,  177,  193,   26,   88,    3
  380,20211020,   72,  159,  146,  169,  251,   10,   77,    4
  380,20211021,   69,   94,   42,  152,  393,   61,   82,    6
  380,20211022,   46,   81,   39,  116,  684,    3,   81,   10
  380,20211023,   25,   88,   49,  131,  642,   -1,   87,    9
  380,20211024,   24,   86,   25,  154, 1012,    0,   74,   14
  380,20211025,   42,   99,   61,  130,  354,    3,   82,    5
  380,20211026,   46,  118,   94,  146,  576,   -1,   86,    9
  380,20211027,   47,  122,   79,  165,  814,    0,   84,   13
  380,20211028,   40,  121,   74,  173,  912,    0,   74,   14
  380,20211029,   54,  142,  110,  186,  781,    2,   71,   13
  380,20211030,   51,  130,  100,  151,  263,   13,   83,    4
  380,20211031,   49,  127,   91,  175,  571,   62,   84,    9
  380,20211101,   57,  100,   69,  132,  762,    2,   79,   11
  380,20211102,   35,   70,   34,  107,  381,    4,   87,    5
  380,20211103,   23,   57,   36,   72,  138,   53,   94,    2
  380,20211104,   24,   67,   51,   83,  210,   23,   96,    3
  380,20211105,   23,   79,   48,  111,  441,   -1,   92,    6
  380,20211106,   53,   75,   38,  103,  428,   -1,   83,    6
  380,20211107,   49,   90,   65,  115,  334,    6,   84,    5
  380,20211108,   28,   69,   31,  114,  687,   -1,   86,    9
  380,20211109,   22,   57,   15,  126,  677,    0,   82,    9
  380,20211110,   19,   41,    0,  106,  572,    0,   85,    7
  380,20211111,   21,   42,   -8,  114,  620,    0,   89,    8
  380,20211112,   37,   62,   -2,  115,  618,    0,   80,    8
  380,20211113,   33,   98,   79,  113,  119,   60,   96,    2
  380,20211114,   32,   78,   34,  100,  237,    0,   93,    3
  380,20211115,   33,   62,   32,   71,   82,   -1,   92,    1
  380,20211116,   15,   50,   45,   59,  102,    2,   94,    1
  380,20211117,   36,   63,   36,   91,   97,    6,   95,    1
  380,20211118,   46,   76,   40,  106,  432,    0,   88,    6
  380,20211119,   36,   98,   87,  108,   97,    2,   94,    1
  380,20211120,   28,   85,   66,   97,  106,   -1,   87,    1
  380,20211121,   30,   63,   32,   88,  165,   23,   92,    2
  380,20211122,   43,   32,   -9,   60,  429,    0,   88,    5
  380,20211123,   14,   29,  -23,   55,  204,    1,   96,    2
  380,20211124,   18,   41,   -9,   74,  264,    0,   89,    3
  380,20211125,   25,   24,  -19,   52,  194,   -1,   93,    2
  380,20211126,   59,   36,   16,   53,  191,   22,   88,    2
  380,20211127,   33,   29,    7,   56,  461,    8,   86,    5
  380,20211128,   22,   23,    0,   41,  112,    5,   93,    1
  380,20211129,   33,   22,   -5,   42,  141,    8,   91,    2
  380,20211130,   65,   70,   27,   96,   44,   73,   94,    1
  380,20211201,   67,   72,   46,   88,  104,   57,   89,    1
  380,20211202,   33,   22,   -5,   48,  181,   14,   92,    2
  380,20211203,   64,   30,    7,   42,  206,    1,   85,    2
  380,20211204,   36,   45,   35,   62,  148,  103,   90,    2
  380,20211205,   33,   34,   18,   42,  115,    8,   90,    1
  380,20211206,   39,   29,   15,   51,  263,   60,   89,    3
  380,20211207,   53,   45,   18,   68,  393,   11,   81,    5
  380,20211208,   52,   50,   25,   69,  262,    0,   79,    3
  380,20211209,   48,   31,   14,   44,  108,    2,   88,    1
  380,20211210,   29,   27,    6,   44,  110,   23,   88,    1
  380,20211211,   33,   36,   20,   62,  114,    8,   93,    1
  380,20211212,   53,   69,   38,   91,   76,   32,   94,    1
  380,20211213,   31,   82,   74,   93,  110,    0,   87,    2
  380,20211214,   35,   74,   65,   83,  137,    0,   90,    2
  380,20211215,   30,   82,   74,   91,   64,    8,   95,    1
  380,20211216,   17,   87,   64,  115,  334,    0,   91,    5
  380,20211217,   28,   69,   24,   86,   63,    0,   96,    1
  380,20211218,   29,   57,   32,   65,   82,    0,   96,    1
  380,20211219,   19,   53,   48,   61,   76,    1,   96,    1
  380,20211220,   20,   32,  -23,   62,  177,    0,   86,    2
  380,20211221,   18,  -14,  -50,   32,  468,    0,   86,    5
  380,20211222,   14,  -21,  -60,   22,  455,    0,   84,    4
  380,20211223,   48,   33,  -39,   80,  163,    6,   84,    2
  380,20211224,   40,   81,   65,   94,  131,    3,   90,    2
  380,20211225,   53,   22,    0,   66,   97,  121,   93,    1
  380,20211226,   25,   32,   -3,   63,  156,   20,   92,    2
  380,20211227,   35,   82,   52,  102,  194,    6,   88,    3
  380,20211228,   60,   92,   81,  105,  116,  130,   88,    2
  380,20211229,   47,   98,   82,  127,  113,   43,   91,    2
  380,20211230,   59,  135,  115,  144,  118,   17,   90,    2
  380,20211231,   53,  127,  110,  141,  243,    0,   83,    4
